episode,reward,avg_loss,steps,epsilon
734,164.0000,40.169905,200,0.1102
735,174.5500,38.252611,200,0.1099
736,183.6000,37.824178,200,0.1096
737,185.3000,44.385757,200,0.1092
738,170.4000,37.693987,200,0.1089
739,177.2000,30.843183,200,0.1086
740,174.4000,43.765388,200,0.1082
741,171.6000,43.488316,200,0.1079
742,162.1000,38.798855,200,0.1076
743,183.3000,37.588297,200,0.1073
744,183.5000,41.541380,200,0.1070
745,159.8500,43.305195,200,0.1066
746,177.3000,42.446857,200,0.1063
747,175.7000,44.860989,200,0.1060
748,180.7000,40.870374,200,0.1057
749,182.1000,43.494260,200,0.1054
750,171.2500,53.869465,200,0.1050
751,177.8000,37.165694,200,0.1047
752,184.4000,40.874789,200,0.1044
753,159.0000,33.896973,200,0.1041
754,165.2000,38.502415,200,0.1038
755,142.1000,57.954034,200,0.1035
756,165.8000,39.270164,200,0.1032
757,171.0500,42.832316,200,0.1029
758,166.8000,42.349450,200,0.1025
759,181.3000,37.611387,200,0.1022
760,173.5000,36.915564,200,0.1019
761,176.2000,37.382124,200,0.1016
762,172.8000,33.101561,200,0.1013
763,173.4000,31.559857,200,0.1010
764,169.8000,31.451821,200,0.1007
765,166.4000,30.813907,200,0.1004
766,173.4000,38.301762,200,0.1001
767,168.5500,35.546081,200,0.0998
768,176.3000,42.341022,200,0.0995
769,181.7000,36.392576,200,0.0992
770,180.7000,45.096564,200,0.0989
771,186.4000,41.923211,200,0.0986
772,153.6000,38.125494,200,0.0983
773,173.1000,30.048447,200,0.0980
774,172.7000,36.748485,200,0.0977
775,186.9000,30.729042,200,0.0974
776,177.1000,29.669162,200,0.0972
777,182.6000,37.408506,200,0.0969
778,154.8000,42.899022,200,0.0966
779,167.6000,42.359797,200,0.0963
780,166.7500,46.453536,200,0.0960
781,175.8500,39.680518,200,0.0957
782,165.6500,43.231044,200,0.0954
783,176.8000,26.798792,200,0.0951
784,181.9000,41.767456,200,0.0948
785,176.0500,37.968682,200,0.0946
786,174.1000,36.423624,200,0.0943
787,174.9000,31.805874,200,0.0940
788,165.9500,47.755483,200,0.0937
789,186.8000,29.622275,200,0.0934
790,175.1500,39.637635,200,0.0931
791,178.5000,38.133288,200,0.0929
792,164.9000,30.508948,200,0.0926
793,156.1500,44.773135,200,0.0923
794,178.4000,41.650939,200,0.0920
795,193.5500,37.025107,200,0.0918
796,168.7000,42.580475,200,0.0915
797,174.5000,35.023733,200,0.0912
798,175.2500,37.499572,200,0.0909
799,181.2000,38.275338,200,0.0907
800,178.4000,36.818362,200,0.0904
801,180.8000,39.925335,200,0.0901
802,181.4000,40.367820,200,0.0898
803,192.0500,35.678640,200,0.0896
804,186.5000,35.726542,200,0.0893
805,168.1000,37.552977,200,0.0890
806,185.0000,40.654078,200,0.0888
807,185.3000,35.189906,200,0.0885
808,184.0000,48.572506,200,0.0882
809,195.6000,38.348963,200,0.0880
810,164.9000,44.545439,200,0.0877
811,187.0000,36.144386,200,0.0875
812,190.1000,45.469816,200,0.0872
813,197.1000,33.016088,200,0.0869
814,189.9000,38.401921,200,0.0867
815,182.8500,38.134483,200,0.0864
816,186.6000,40.779319,200,0.0861
817,174.4000,39.969449,200,0.0859
818,199.0000,33.025694,200,0.0856
819,185.3000,39.947066,200,0.0854
820,181.4000,44.194792,200,0.0851
821,178.7000,30.290690,200,0.0849
822,173.3000,33.933668,200,0.0846
823,187.2000,43.148112,200,0.0844
824,193.6500,38.392083,200,0.0841
825,187.9000,43.823577,200,0.0839
826,188.8000,34.938147,200,0.0836
827,163.9000,43.552155,200,0.0833
828,187.4000,35.068425,200,0.0831
829,176.6000,45.533765,200,0.0828
830,175.0000,39.946625,200,0.0826
831,188.0000,43.720323,200,0.0824
832,183.7000,37.540636,200,0.0821
833,177.0000,41.125425,200,0.0819
834,190.8000,37.449382,200,0.0816
835,176.4000,39.340738,200,0.0814
836,180.5000,40.275806,200,0.0811
837,165.6000,35.874725,200,0.0809
838,172.0000,41.340850,200,0.0806
839,179.4000,33.360473,200,0.0804
840,182.7000,37.117112,200,0.0802
841,180.4000,37.828260,200,0.0799
842,180.4000,38.810380,200,0.0797
843,163.0000,38.243160,200,0.0794
844,193.5500,33.963692,200,0.0792
845,187.5000,33.323877,200,0.0790
846,171.5000,42.100417,200,0.0787
847,160.0000,34.141905,200,0.0785
848,176.0000,37.435737,200,0.0783
849,186.0000,50.450274,200,0.0780
850,189.4500,39.201797,200,0.0778
851,191.4000,39.173040,200,0.0775
852,188.0000,37.262774,200,0.0773
853,173.8500,39.747504,200,0.0771
854,186.2000,38.477142,200,0.0769
855,187.5000,35.350800,200,0.0766
856,185.9000,37.013781,200,0.0764
857,183.9000,37.555308,200,0.0762
858,150.4500,36.642276,200,0.0759
859,174.4000,35.304814,200,0.0757
860,172.1000,40.370212,200,0.0755
861,186.8000,39.670864,200,0.0753
862,181.6000,35.712063,200,0.0750
863,177.7000,45.029375,200,0.0748
864,162.8000,39.689214,200,0.0746
865,167.0000,39.185349,200,0.0744
866,191.5000,39.940706,200,0.0741
867,162.8000,35.326645,200,0.0739
868,179.3000,45.419050,200,0.0737
869,187.2000,40.458220,200,0.0735
870,182.4000,43.648662,200,0.0732
871,186.1000,37.409628,200,0.0730
872,199.5000,40.023778,200,0.0728
873,199.4000,44.387907,200,0.0726
874,186.7000,44.912250,200,0.0724
875,158.9000,32.830191,200,0.0722
876,170.5000,48.771897,200,0.0719
877,196.6000,44.272632,200,0.0717
878,195.9000,37.161557,200,0.0715
879,192.4000,42.988566,200,0.0713
880,173.6000,41.656913,200,0.0711
881,175.4000,34.132624,200,0.0709
882,182.2000,31.553938,200,0.0707
883,189.6000,30.896472,200,0.0704
884,187.3500,32.896229,200,0.0702
885,191.5000,39.974847,200,0.0700
886,195.7000,33.709440,200,0.0698
887,183.7000,32.471934,200,0.0696
888,171.8500,44.874858,200,0.0694
889,178.4000,43.410070,200,0.0692
890,161.8500,41.237451,200,0.0690
891,191.1000,42.469193,200,0.0688
892,179.4500,39.792121,200,0.0686
893,199.6500,41.126238,200,0.0684
894,192.2000,44.646853,200,0.0682
895,178.1000,49.833099,200,0.0679
896,188.5000,42.955342,200,0.0677
897,187.0000,36.231852,200,0.0675
898,171.4000,41.634629,200,0.0673
899,174.7500,41.766082,200,0.0671
900,181.4000,37.848726,200,0.0669
901,179.9000,39.455513,200,0.0667
902,192.7000,49.412327,200,0.0665
903,183.5000,51.404420,200,0.0663
904,180.4000,40.026675,200,0.0661
905,179.2000,46.148360,200,0.0659
906,167.6000,48.284519,200,0.0657
907,190.3000,37.002052,200,0.0655
908,173.3000,46.962649,200,0.0653
909,177.0000,46.769020,200,0.0651
910,192.0000,41.663813,200,0.0650
911,189.7000,32.655882,200,0.0648
912,180.3000,44.285389,200,0.0646
913,176.2000,46.449006,200,0.0644
914,186.8000,42.184513,200,0.0642
915,175.8000,54.652540,200,0.0640
916,194.7500,40.074993,200,0.0638
917,179.9500,49.112600,200,0.0636
918,177.8000,52.114828,200,0.0634
919,176.2000,42.752378,200,0.0632
920,186.7000,37.894000,200,0.0630
921,167.7000,37.365451,200,0.0628
922,182.6000,44.530267,200,0.0627
923,195.1000,53.124076,200,0.0625
924,171.5000,49.425527,200,0.0623
925,198.7000,35.345772,200,0.0621
926,183.3000,48.225296,200,0.0619
927,181.8500,43.732405,200,0.0617
928,186.0000,53.540093,200,0.0615
929,188.3500,51.122821,200,0.0613
930,196.8000,37.907591,200,0.0612
931,186.4000,55.953484,200,0.0610
932,181.8000,42.725787,200,0.0608
933,181.9000,38.737842,200,0.0606
934,183.9500,42.901509,200,0.0604
935,184.0000,46.064758,200,0.0603
936,187.8000,51.700064,200,0.0601
937,178.3000,38.835506,200,0.0599
938,193.2000,38.634700,200,0.0597
939,192.3000,48.103052,200,0.0595
940,182.8000,41.540672,200,0.0594
941,186.1500,42.538529,200,0.0592
942,180.6000,45.151014,200,0.0590
943,191.6000,39.179569,200,0.0588
944,179.0500,46.562460,200,0.0586
945,181.5000,54.056846,200,0.0585
946,169.0000,31.690393,200,0.0583
947,194.1000,41.901370,200,0.0581
948,187.3000,44.616365,200,0.0579
949,186.4000,47.716850,200,0.0578
950,186.4000,37.285965,200,0.0576
951,193.1000,41.299008,200,0.0574
952,173.0000,42.045673,200,0.0573
953,196.2000,43.185400,200,0.0571
954,193.6000,39.834922,200,0.0569
955,197.6000,43.742831,200,0.0567
956,187.4000,41.410996,200,0.0566
957,181.1000,40.527667,200,0.0564
958,188.0000,45.048733,200,0.0562
959,173.0000,46.939597,200,0.0561
960,185.7000,48.130667,200,0.0559
961,177.5000,39.945790,200,0.0557
962,196.7000,48.968326,200,0.0556
963,176.1000,36.672730,200,0.0554
964,190.1500,30.916272,200,0.0552
965,171.9000,44.640810,200,0.0551
966,190.9000,38.605839,200,0.0549
967,193.3000,49.855320,200,0.0547
968,190.4000,46.049737,200,0.0546
969,184.6000,49.451023,200,0.0544
970,181.1000,41.141273,200,0.0542
971,194.6000,47.106604,200,0.0541
972,191.7500,37.335244,200,0.0539
973,190.1000,36.301404,200,0.0538
974,192.4000,37.727726,200,0.0536
975,189.0000,34.201885,200,0.0534
976,200.8000,38.319269,200,0.0533
977,193.7000,37.914479,200,0.0531
978,194.8000,47.079090,200,0.0529
979,192.4000,35.326773,200,0.0528
980,196.6000,45.259096,200,0.0526
981,194.1000,39.536966,200,0.0525
982,191.5000,43.454821,200,0.0523
983,185.2000,45.182064,200,0.0522
984,190.7000,40.654420,200,0.0520
985,183.7000,49.248116,200,0.0518
986,188.5000,40.522120,200,0.0517
987,181.2000,38.416796,200,0.0515
988,185.5000,46.663643,200,0.0514
989,163.5000,49.362013,200,0.0512
990,185.6000,41.842988,200,0.0511
991,181.7000,42.581318,200,0.0509
992,192.8000,37.794548,200,0.0508
993,200.6000,36.842508,200,0.0506
994,184.2500,47.327291,200,0.0505
995,200.7000,40.087309,200,0.0503
996,182.8000,44.194484,200,0.0502
997,151.5500,42.493702,200,0.0500
998,190.0000,43.880100,200,0.0500
999,194.2000,52.542508,200,0.0500
1000,192.9000,38.418360,200,0.0500
